Prov/Terr,FED ID,Federal Electoral Districts,Total,Total Income,"Under $5,000","$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $54,999","$55,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","$100,000 to $149,999","$150,000 to $249,999","$250,000 and over",
24,24072,Shefford,44570,1994518000 ,1850 ,2590 ,3310 ,4160 ,3290 ,2880 ,3010 ,3200 ,3140 ,2790 ,2410 ,2170 ,3000 ,2040 ,1350 ,880 ,1660 ,560 ,300 ,
24,24073,Sherbrooke,42340,1761964000 ,3020 ,3350 ,3930 ,3980 ,3280 ,2870 ,2750 ,2850 ,2560 ,2150 ,1890 ,1670 ,2210 ,1670 ,1120 ,690 ,1430 ,600 ,320 ,
24,24074,Vaudreuil--Soulanges,44250,2638839000 ,2410 ,2050 ,2700 ,2610 ,2430 ,2080 ,2370 ,2540 ,2460 ,2280 ,2300 ,2130 ,3550 ,2890 ,2150 ,1670 ,3640 ,1360 ,630 ,
24,24075,Terrebonne,42220,2252758000 ,2200 ,1990 ,2460 ,2670 ,2360 ,2170 ,2300 ,2570 ,2620 ,2380 ,2240 ,2160 ,3570 ,3030 ,2140 ,1480 ,2750 ,800 ,340 ,
24,24076,Trois-Rivières,42780,1947440000 ,2150 ,2940 ,3600 ,4040 ,3120 ,2920 ,2850 ,2730 ,2620 ,2200 ,2000 ,1670 ,2510 ,1990 ,1230 ,980 ,2170 ,730 ,320 ,
24,24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,52460,3514930000 ,7040 ,4400 ,7380 ,5410 ,2510 ,1930 ,1770 ,1720 ,1630 ,1510 ,1390 ,1250 ,2310 ,1970 ,1570 ,1310 ,3310 ,2110 ,1930 ,
24,24078,Vimy,42230,1760794000 ,3230 ,2920 ,3910 ,4020 ,3260 ,2770 ,2750 ,2770 ,2510 ,2060 ,1800 ,1550 ,2420 ,1760 ,1300 ,870 ,1610 ,490 ,250 ,
TOTAL,,,3178820,158677775000 ,196120 ,193730 ,241340 ,269130 ,214930 ,190100 ,192510 ,201840 ,192720 ,169440 ,151260 ,131940 ,210500 ,163670 ,114120 ,81170 ,169640 ,60690 ,33970 ,
35,35001,Ajax,42370,2331467000 ,3940 ,2500 ,3030 ,2780 ,2290 ,1840 ,1870 ,1870 ,1920 ,1950 ,1770 ,1640 ,3010 ,2600 ,2140 ,1710 ,3840 ,1210 ,460 ,
35,35002,Algoma--Manitoulin--Kapuskasing,32460,1548784000 ,2540 ,1540 ,2540 ,2540 ,2410 ,1830 ,1850 ,1930 ,1730 ,1560 ,1360 ,1230 ,2200 ,1810 ,1280 ,1120 ,2330 ,520 ,140 ,
35,35003,Aurora--Oak Ridges--Richmond Hill,43060,2910333000 ,5100 ,2810 ,3490 ,2840 ,2180 ,1800 ,1580 ,1440 ,1470 ,1360 ,1320 ,1260 ,2280 ,2070 ,1960 ,1940 ,4810 ,2130 ,1230 ,
35,35004,Barrie--Innisfil,39800,2302120000 ,2310 ,1970 ,2520 ,2430 ,2320 ,1910 ,1880 ,1870 ,1950 ,1860 ,1790 ,1700 ,3050 ,2640 ,2320 ,1830 ,3910 ,1170 ,370 ,
35,35005,Barrie--Springwater--Oro-Medonte,36180,2025418000 ,2310 ,1920 ,2830 ,2540 ,2220 ,1870 ,1820 ,1810 ,1780 ,1700 ,1550 ,1450 ,2610 ,2140 ,1740 ,1430 ,2960 ,1070 ,450 ,
35,35006,Bay of Quinte,42370,2051158000 ,2440 ,2040 ,3600 ,3220 ,3070 ,2710 ,2530 ,2520 ,2420 ,2260 ,1960 ,1790 ,3350 ,2450 ,1650 ,1160 ,2260 ,650 ,290 ,
35,35007,Beaches--East York,38160,2546845000 ,3300 ,2560 ,3280 ,3070 ,2230 ,1830 ,1630 ,1570 ,1460 ,1400 ,1270 ,1150 ,2130 ,1800 ,1550 ,1440 ,3510 ,1870 ,1120 ,
35,35008,Brampton Centre,38730,1623641000 ,3630 ,2390 ,3190 ,3050 ,2650 ,2240 ,2350 ,2220 ,2270 ,2100 ,1850 ,1630 ,2710 ,2040 ,1390 ,930 ,1610 ,390 ,100 ,
35,35009,Brampton East,45870,1853234000 ,5880 ,3180 ,4570 ,4160 ,3320 ,2500 ,2530 ,2330 ,2180 ,1840 ,1720 ,1570 ,2530 ,2040 ,1440 ,1110 ,2110 ,640 ,220 ,
35,35010,Brampton North,44700,1989551000 ,4770 ,2740 ,3870 ,3500 ,2930 ,2350 ,2480 ,2320 ,2250 ,2020 ,1870 ,1740 ,3050 ,2310 ,1770 ,1320 ,2440 ,740 ,230 ,
35,35011,Brampton South,45600,1910077000 ,5620 ,3050 ,4080 ,3690 ,3110 ,2570 ,2490 ,2440 ,2230 ,2120 ,1830 ,1670 ,2690 ,2150 ,1630 ,1200 ,2210 ,610 ,240 ,
35,35012,Brampton West,45070,1991073000 ,4770 ,2790 ,3680 ,3320 ,2820 ,2290 ,2450 ,2230 ,2160 ,2070 ,2000 ,1860 ,3230 ,2730 ,2020 ,1470 ,2550 ,530 ,120 ,
35,35013,Brantford--Brant,48860,2406250000 ,3260 ,2330 ,3780 ,3600 ,3570 ,2930 ,2710 ,2810 ,2660 ,2580 ,2270 ,2120 ,3510 ,2620 ,2090 ,1640 ,3090 ,950 ,360 ,
35,35014,Bruce--Grey--Owen Sound,41690,2021872000 ,2250 ,2050 ,3320 ,3560 ,3180 ,2590 ,2530 ,2550 ,2640 ,2370 ,2040 ,1850 ,2750 ,2000 ,1350 ,1070 ,2370 ,930 ,300 ,
35,35015,Burlington,46330,3585596000 ,2380 ,1960 ,2680 ,2480 ,2460 ,2100 ,2160 ,2290 ,2280 ,2160 ,1980 ,1900 ,3310 ,2810 ,2410 ,2010 ,5170 ,2360 ,1440 ,
35,35016,Cambridge,43340,2428902000 ,2370 ,2000 ,2970 ,2830 ,2740 ,2340 ,2330 ,2270 ,2330 ,2270 ,2190 ,2150 ,3500 ,2610 ,2020 ,1610 ,3290 ,1070 ,450 ,
35,35017,Chatham-Kent--Leamington,52540,2287482000 ,2790 ,3400 ,4840 ,5140 ,5490 ,4040 ,3290 ,3040 ,2850 ,2450 ,2150 ,1930 ,2930 ,2150 ,1560 ,1140 ,2220 ,780 ,360 ,
35,35018,Davenport,40590,1878428000 ,3190 ,2750 ,3740 ,3730 ,3080 ,2440 ,2260 ,2080 ,1900 ,1690 ,1560 ,1410 ,2520 ,2140 ,1600 ,1120 ,2320 ,760 ,320 ,
35,35019,Don Valley East,34200,1967664000 ,4090 ,2370 ,3120 ,2880 ,2300 ,1880 ,1670 ,1580 ,1560 ,1380 ,1200 ,1050 ,1840 ,1410 ,1150 ,890 ,2080 ,890 ,890 ,
35,35020,Don Valley North,42930,2109803000 ,6900 ,3240 ,3860 ,3340 ,2700 ,2000 ,1920 ,1720 ,1690 ,1540 ,1350 ,1200 ,2160 ,1900 ,1540 ,1260 ,2840 ,1160 ,610 ,
35,35021,Don Valley West,36070,5689411000 ,3690 ,1980 ,2480 ,2130 ,1790 ,1360 ,1220 ,1150 ,1090 ,1080 ,940 ,890 ,1640 ,1470 ,1280 ,1190 ,3570 ,3050 ,4070 ,
35,35022,Dufferin--Caledon,48740,3215887000 ,2950 ,2260 ,2990 ,2800 ,2630 ,2200 ,2210 ,2200 ,2270 ,2070 ,2130 ,2020 ,3780 ,3390 ,2790 ,2250 ,5010 ,1870 ,940 ,
35,35023,Durham,47820,3018499000 ,3050 ,2100 ,2720 ,2390 ,2210 ,1790 ,2060 ,2310 ,2460 ,2400 ,2250 ,2050 ,3870 ,3450 ,2760 ,2330 ,5370 ,1720 ,560 ,
35,35024,Eglinton--Lawrence,39090,4519303000 ,3550 ,2310 ,2760 ,2540 ,2190 ,1870 ,1690 ,1600 ,1520 ,1430 ,1180 ,1060 ,1840 ,1610 ,1280 ,1060 ,3290 ,2760 ,3560 ,
35,35025,Elgin--Middlesex--London,43340,2300265000 ,2410 ,2090 ,2920 ,2920 ,2690 ,2370 ,2380 ,2580 ,2700 ,2500 ,2210 ,1940 ,3370 ,2530 ,1880 ,1620 ,2950 ,880 ,410 ,
35,35026,Essex,47270,3089637000 ,2450 ,1950 ,2560 ,2290 ,2280 ,2090 ,2300 ,2490 ,2830 ,2620 ,2290 ,2060 ,3660 ,3250 ,2740 ,2170 ,4700 ,1790 ,770 ,
35,35027,Etobicoke Centre,43750,3359798000 ,3630 ,2480 ,3080 ,2900 ,2570 ,2080 ,1970 ,1930 ,1950 ,1840 ,1690 ,1560 ,2800 ,2360 ,1890 ,1610 ,3810 ,1960 ,1650 ,
35,35028,Etobicoke--Lakeshore,47250,3467184000 ,3630 ,2590 ,3410 ,3340 ,2750 ,2210 ,2070 ,2130 ,2110 ,1980 ,1740 ,1700 ,2950 ,2530 ,2130 ,1760 ,4380 ,2220 ,1630 ,
35,35029,Etobicoke North,44980,1545746000 ,5730 ,3830 ,4770 ,4380 ,3400 ,2810 ,2830 ,2630 ,2400 ,1950 ,1700 ,1420 ,2250 ,1500 ,1080 ,760 ,1180 ,260 ,90 ,
35,35030,Flamborough--Glanbrook,38920,2546905000 ,2200 ,1640 ,2220 ,1950 ,1890 ,1650 ,1710 ,1890 ,1890 ,1850 ,1760 ,1660 ,3200 ,2730 ,2350 ,1970 ,4220 ,1520 ,650 ,
35,35031,Glengarry--Prescott--Russell,43910,2378562000 ,1970 ,1730 ,2870 ,3230 ,2710 ,2250 ,2320 ,2490 ,2530 ,2470 ,2250 ,2060 ,3550 ,2930 ,2210 ,1740 ,3370 ,880 ,340 ,
35,35032,Guelph,48890,2895985000 ,2960 ,2480 ,3210 ,2770 ,2520 ,2330 ,2260 ,2530 ,2670 ,2560 ,2490 ,2290 ,3870 ,3050 ,2450 ,1950 ,4220 ,1630 ,650 ,
35,35033,Haldimand--Norfolk,43050,2199505000 ,2380 ,2030 ,2960 ,3040 ,2850 ,2360 ,2480 ,2550 ,2510 ,2350 ,2140 ,1860 ,3350 ,2660 ,2040 ,1590 ,2840 ,780 ,290 ,
35,35034,Haliburton--Kawartha Lakes--Brock,44290,2215970000 ,2430 ,2110 ,3240 ,3490 ,3070 ,2500 ,2620 ,2670 ,2820 ,2490 ,2220 ,1910 ,3200 ,2440 ,1750 ,1370 ,2790 ,830 ,360 ,
35,35035,Hamilton Centre,37430,1432906000 ,3300 ,2940 ,4930 ,3800 ,3020 ,2360 ,2160 ,2020 ,1780 ,1640 ,1390 ,1250 ,1960 ,1370 ,940 ,740 ,1180 ,450 ,190 ,
35,35036,Hamilton East--Stoney Creek,41280,1981689000 ,2790 ,2050 ,3160 ,2870 ,2880 ,2520 ,2610 ,2610 ,2580 ,2210 ,2020 ,1800 ,2950 ,2210 ,1630 ,1210 ,2320 ,630 ,240 ,
35,35037,Hamilton Mountain,39210,1800156000 ,3050 ,2110 ,3150 ,2540 ,2510 ,2300 ,2260 ,2350 ,2400 ,2110 ,1900 ,1690 ,2900 ,2240 ,1640 ,1270 ,2180 ,470 ,140 ,
35,35038,Hamilton West--Ancaster--Dundas,41030,2715848000 ,3390 ,2150 ,2780 ,2190 ,2030 ,1780 ,1800 ,1870 ,1860 ,1740 ,1570 ,1520 ,2810 ,2530 ,2040 ,1810 ,4130 ,1980 ,1040 ,
35,35039,Hastings--Lennox and Addington,41220,1955822000 ,2460 ,1860 ,3300 ,3320 ,3080 ,2400 ,2330 ,2510 ,2470 ,2400 ,2060 ,1770 ,3030 ,2340 ,1630 ,1130 ,2270 ,620 ,230 ,
35,35040,Huron--Bruce,40230,2434791000 ,1750 ,1700 ,2610 ,2740 ,2600 ,2120 ,2080 ,2200 ,2370 ,2190 ,1890 ,1700 ,2920 ,2240 ,1650 ,1380 ,3640 ,2000 ,450 ,
35,35041,Kanata--Carleton,39850,3007713000 ,2400 ,1710 ,2140 ,1860 ,1510 ,1300 ,1360 ,1390 ,1480 ,1500 ,1440 ,1430 ,2930 ,2770 ,2600 ,2360 ,6330 ,2500 ,850 ,
35,35042,Kenora,22550,1017167000 ,4240 ,1450 ,1490 ,1370 ,1050 ,900 ,900 ,940 ,930 ,970 ,870 ,870 ,1480 ,1180 ,850 ,750 ,1740 ,460 ,110 ,
35,35043,King--Vaughan,47440,3455073000 ,4030 ,2620 ,3510 ,3100 ,2540 ,2180 ,2030 ,1870 ,1810 ,1830 ,1650 ,1570 ,3020 ,2640 ,2440 ,2050 ,4940 ,2250 ,1370 ,
35,35044,Kingston and the Islands,41790,2330455000 ,2830 ,2250 ,3360 ,2840 ,2410 ,2040 ,2080 ,2210 ,2020 ,2030 ,1740 ,1630 ,3340 ,2600 ,1980 ,1540 ,3100 ,1310 ,520 ,
35,35045,Kitchener Centre,39240,1938089000 ,2430 ,2140 ,3250 ,2900 ,2550 ,2370 ,2340 ,2450 ,2270 ,2130 ,1850 ,1720 ,2700 ,2070 ,1550 ,1200 ,2300 ,720 ,310 ,
35,35046,Kitchener--Conestoga,35250,2201623000 ,1820 ,1460 ,1930 ,1800 ,1780 ,1580 ,1680 ,1660 ,1860 ,1830 ,1710 ,1780 ,3030 ,2610 ,1980 ,1670 ,3450 ,1120 ,490 ,
35,35047,Kitchener South--Hespeler,39100,2300781000 ,2510 ,1840 ,2530 ,2310 ,2110 ,1920 ,1950 ,2130 ,2180 ,2050 ,1940 ,1770 ,3040 ,2420 ,1910 ,1600 ,3230 ,1160 ,510 ,
35,35048,Lambton--Kent--Middlesex,39880,2164435000 ,2430 ,1940 ,2660 ,2680 ,2590 ,2130 ,2130 ,2290 ,2340 ,2200 ,2000 ,1810 ,3100 ,2280 ,1650 ,1380 ,2820 ,990 ,460 ,
35,35049,Lanark--Frontenac--Kingston,38400,2062443000 ,1970 ,1720 ,2690 ,2590 ,2330 ,1960 ,2070 ,2150 ,2250 ,2090 ,1950 ,1760 ,3200 ,2430 ,1910 ,1430 ,2790 ,800 ,320 ,
35,35050,Leeds--Grenville--Thousand Islands and Rideau Lakes,40000,2082916000 ,2100 ,1880 ,2960 ,2850 ,2630 ,2230 ,2270 ,2410 ,2510 ,2300 ,1960 ,1700 ,2980 ,2400 ,1710 ,1430 ,2560 ,800 ,340 ,
35,35051,London--Fanshawe,43620,1810056000 ,3340 ,2740 ,3800 ,3300 ,3070 ,2560 ,2620 ,2770 ,2870 ,2650 ,2240 ,1980 ,3230 ,2050 ,1340 ,1070 ,1600 ,310 ,110 ,
35,35052,London North Centre,45070,2539954000 ,4590 ,3040 ,3970 ,3360 ,2820 ,2300 ,2090 ,2180 ,2180 ,1990 ,1720 ,1500 ,2730 ,2040 ,1640 ,1410 ,3170 ,1470 ,880 ,
35,35053,London West,45170,2710469000 ,3390 ,2470 ,3160 ,2870 ,2630 ,2090 ,2080 ,2120 ,2180 ,2190 ,1940 ,1790 ,3320 ,2750 ,2080 ,1920 ,3920 ,1520 ,760 ,
35,35054,Markham--Stouffville,45790,2917395000 ,4200 ,2370 ,3380 ,2990 ,2320 ,1920 ,1810 ,1880 ,1910 ,1910 ,1700 ,1600 ,3080 ,2670 ,2260 ,2130 ,4760 ,1920 ,990 ,
35,35055,Markham--Thornhill,41520,1962064000 ,5650 ,3240 ,4820 ,3980 ,2670 ,2050 ,1910 ,1830 ,1750 ,1500 ,1290 ,1180 ,1930 ,1550 ,1240 ,1000 ,2310 ,1020 ,590 ,
35,35056,Markham--Unionville,46340,2839486000 ,6590 ,3140 ,4330 ,3530 ,2540 ,1910 ,1780 ,1740 ,1540 ,1520 ,1340 ,1270 ,2290 ,1990 ,1900 ,1670 ,4310 ,1910 ,1060 ,
35,35057,Milton,38380,2609371000 ,2900 ,1740 ,2180 ,2050 ,1690 ,1520 ,1450 ,1440 ,1600 ,1640 ,1660 ,1570 ,2980 ,2720 ,2300 ,2030 ,4560 ,1630 ,710 ,
35,35058,Mississauga Centre,48640,2184354000 ,6440 ,3180 ,4230 ,3840 ,2960 ,2580 ,2410 ,2310 ,2270 ,2060 ,1830 ,1700 ,2880 ,2430 ,1910 ,1450 ,3010 ,860 ,310 ,
35,35059,Mississauga East--Cooksville,46320,2097930000 ,4410 ,2930 ,4070 ,3810 ,3300 ,2650 ,2620 ,2550 ,2410 ,2180 ,1910 ,1800 ,2940 ,2300 ,1720 ,1230 ,2410 ,780 ,320 ,
35,35060,Mississauga--Erin Mills,45600,2513309000 ,5760 ,2800 ,3530 ,3090 ,2550 ,1990 ,1890 ,1860 ,1810 ,1670 ,1610 ,1500 ,2690 ,2420 ,2120 ,1660 ,4260 ,1740 ,660 ,
35,35061,Mississauga--Lakeshore,44440,3519885000 ,3450 ,2350 ,3130 ,2740 ,2460 ,1990 ,2050 ,2100 ,1980 ,1950 ,1760 ,1630 ,2850 ,2330 ,1900 ,1580 ,4000 ,2310 ,1900 ,
35,35062,Mississauga--Malton,45990,1997490000 ,5740 ,3200 ,4350 ,3940 ,3120 ,2580 ,2440 ,2460 ,2110 ,2050 ,1800 ,1520 ,2560 ,2000 ,1490 ,1230 ,2380 ,750 ,280 ,
35,35063,Mississauga--Streetsville,45040,2618713000 ,4300 ,2600 ,3260 ,2760 ,2380 ,2050 ,1990 ,1950 ,1930 ,1940 ,1820 ,1660 ,3090 ,2690 ,2250 ,1860 ,4270 ,1590 ,660 ,
35,35064,Nepean,45210,2975883000 ,3120 ,2130 ,2670 ,2310 ,1950 ,1700 ,1650 ,1780 ,1860 ,1840 ,1790 ,1730 ,3580 ,3160 ,2970 ,2500 ,5880 ,1930 ,660 ,
35,35065,Newmarket--Aurora,44420,3013761000 ,3630 ,2430 ,3170 ,2610 ,2220 ,1970 ,1870 ,1830 ,1790 ,1790 ,1660 ,1520 ,2790 ,2540 ,2300 ,2050 ,5060 ,2140 ,1060 ,
35,35066,Niagara Centre,42560,1975373000 ,2800 ,2180 ,3530 ,2920 ,2940 ,2690 ,2910 ,2730 ,2630 ,2390 ,2050 ,1810 ,2900 ,2050 ,1490 ,1270 ,2380 ,650 ,230 ,
35,35067,Niagara Falls,52500,2608734000 ,3090 ,2990 ,4230 ,4120 ,3830 ,3220 ,3260 ,3370 ,3120 ,2780 ,2450 ,2070 ,3420 ,2570 ,1900 ,1500 ,3120 ,990 ,500 ,
35,35068,Niagara West,34590,2234771000 ,1550 ,1460 ,1860 ,1830 ,2020 ,1730 ,1700 ,1790 ,1810 ,1670 ,1610 ,1570 ,2800 ,2360 ,1900 ,1620 ,3460 ,1300 ,570 ,
35,35069,Nickel Belt,37260,2247591000 ,1690 ,1370 ,2260 ,2070 ,1870 ,1530 ,1770 ,2260 ,2150 ,2090 ,1830 ,1640 ,2820 ,2230 ,1970 ,1710 ,4620 ,1130 ,260 ,
35,35070,Nipissing--Timiskaming,35750,1840930000 ,2060 ,1890 ,3040 ,2830 ,2530 ,2020 ,1940 ,1990 ,1910 ,1910 ,1630 ,1580 ,2620 ,1840 ,1410 ,1140 ,2310 ,760 ,320 ,
35,35071,Northumberland--Peterborough South,41940,2375017000 ,2070 ,1820 ,2650 ,2670 ,2620 ,2190 ,2290 ,2550 ,2570 ,2330 ,2140 ,1950 ,3160 ,2490 ,1970 ,1560 ,3360 ,1100 ,460 ,
35,35072,Oakville,45050,5290149000 ,3550 ,2340 ,2770 ,2360 ,2050 ,1760 ,1650 ,1620 ,1650 ,1570 ,1420 ,1370 ,2480 ,2210 ,1860 ,1630 ,5440 ,3700 ,3620 ,
35,35073,Oakville North--Burlington,44490,3795489000 ,3520 ,2180 ,2480 ,2110 ,1770 ,1450 ,1420 ,1470 ,1500 ,1470 ,1380 ,1370 ,2690 ,2500 ,2490 ,2280 ,6810 ,3670 ,1920 ,
35,35074,Oshawa,47050,2305399000 ,3210 ,2690 ,3780 ,3040 ,2720 ,2420 ,2480 ,2700 ,2980 ,2740 ,2440 ,2110 ,3460 ,2740 ,2200 ,1500 ,2840 ,760 ,260 ,
35,35075,Ottawa Centre,42960,3264407000 ,3040 ,2220 ,3330 ,2700 ,2030 ,1620 ,1610 ,1540 ,1540 ,1450 ,1390 ,1450 ,2610 ,2520 ,2280 ,1990 ,5610 ,2670 ,1360 ,
35,35076,Orléans,47070,3128499000 ,2720 ,2000 ,2620 ,2230 ,1820 ,1650 ,1740 ,1900 ,1940 ,1990 ,1930 ,2060 ,4010 ,3500 ,3260 ,2870 ,6310 ,2000 ,540 ,
35,35077,Ottawa South,43350,2412147000 ,4340 ,2740 ,3530 ,3000 ,2430 ,2050 ,1870 ,1840 ,1830 ,1690 ,1580 ,1490 ,2800 ,2440 ,2050 ,1700 ,3910 ,1470 ,600 ,
35,35078,Ottawa--Vanier,39650,2320446000 ,3100 ,2660 ,3750 ,3020 ,2320 ,1910 ,1770 ,1850 ,1770 ,1670 ,1450 ,1370 ,2340 ,2070 ,1700 ,1440 ,3360 ,1440 ,670 ,
35,35079,Ottawa West--Nepean,40090,2283720000 ,3300 ,2250 ,3200 ,2820 ,2310 ,1940 ,1890 ,1890 ,1860 ,1690 ,1550 ,1360 ,2640 ,2310 ,2030 ,1570 ,3700 ,1290 ,510 ,
35,35080,Oxford,46540,2494715000 ,1990 ,1940 ,2900 ,2870 ,2950 ,2490 ,2620 ,2780 ,2900 ,2790 ,2680 ,2470 ,3970 ,2800 ,2150 ,1880 ,3130 ,850 ,390 ,
35,35081,Parkdale--High Park,37380,2704738000 ,2860 ,2400 ,3200 ,2900 ,2170 ,1690 ,1590 ,1540 ,1550 ,1410 ,1230 ,1140 ,2120 ,1800 ,1490 ,1290 ,3490 ,2130 ,1420 ,
35,35082,Parry Sound--Muskoka,36930,1799721000 ,2170 ,1870 ,2770 ,3080 ,2780 ,2280 ,2290 ,2380 ,2220 ,2090 ,1840 ,1660 ,2580 ,1870 ,1300 ,940 ,1810 ,660 ,340 ,
35,35083,Perth--Wellington,41640,2214044000 ,1610 ,1760 ,2690 ,2860 ,2670 ,2330 ,2330 ,2600 ,2660 ,2570 ,2420 ,2230 ,3560 ,2640 ,1760 ,1340 ,2460 ,790 ,380 ,
35,35084,Peterborough--Kawartha,44020,2195081000 ,2820 ,2370 ,3700 ,3360 ,3040 ,2600 ,2680 ,2660 ,2520 ,2200 ,1910 ,1770 ,3000 ,2220 ,1760 ,1360 ,2720 ,950 ,420 ,
35,35085,Pickering--Uxbridge,41820,2677600000 ,3330 ,2250 ,2820 ,2530 ,2220 ,1820 ,1820 ,1810 ,1910 ,1820 ,1730 ,1580 ,2890 ,2570 ,2200 ,1800 ,4170 ,1750 ,810 ,
35,35086,Renfrew--Nipissing--Pembroke,43780,2264176000 ,2110 ,1930 ,2980 ,3170 ,2770 ,2180 ,2450 ,2380 ,2370 ,2300 ,2180 ,1940 ,4600 ,3140 ,2140 ,1510 ,2670 ,740 ,250 ,
35,35087,Richmond Hill,44320,2524753000 ,5990 ,3000 ,4240 ,3280 ,2410 ,1990 ,1850 ,1800 ,1670 ,1580 ,1360 ,1300 ,2290 ,2010 ,1680 ,1420 ,3770 ,1700 ,970 ,
35,35088,Carleton,34140,2700003000 ,1870 ,1430 ,1580 ,1420 ,1270 ,1080 ,1100 ,1200 ,1250 ,1230 ,1290 ,1270 ,2660 ,2480 ,2240 ,2090 ,5650 ,2180 ,860 ,
35,35089,St. Catharines,41770,2031421000 ,2780 ,2250 ,3510 ,3370 ,2780 ,2530 ,2570 ,2640 ,2470 ,2330 ,2070 ,1720 ,2750 ,1970 ,1510 ,1220 ,2230 ,710 ,360 ,
35,35090,Toronto--St. Paul's,37550,4963412000 ,2990 ,1910 ,2440 ,2450 ,1960 ,1660 ,1480 ,1430 ,1450 ,1340 ,1250 ,1140 ,2030 ,1900 ,1510 ,1310 ,3450 ,2610 ,3240 ,
35,35091,Sarnia--Lambton,41090,2736445000 ,2150 ,1940 ,2530 ,2170 ,2120 ,1760 ,1930 ,1980 ,2070 ,1980 ,1870 ,1710 ,3030 ,2580 ,2050 ,1790 ,4560 ,2220 ,670 ,
35,35092,Sault Ste. Marie,31700,1616407000 ,1890 ,1560 ,2350 ,1900 ,1870 ,1890 ,2180 ,2090 ,1850 ,1580 ,1320 ,1240 ,2040 ,1980 ,1680 ,1310 ,2310 ,490 ,190 ,
35,35093,Scarborough--Agincourt,41010,1535302000 ,6040 ,3390 ,4860 ,4180 ,2950 ,2360 ,2120 ,1880 ,1690 ,1520 ,1290 ,1130 ,1880 ,1440 ,1140 ,820 ,1710 ,450 ,190 ,
35,35094,Scarborough Centre,40930,1471018000 ,5000 ,3120 ,4370 ,3830 ,3080 ,2620 ,2480 ,2280 ,2120 ,1810 ,1590 ,1330 ,2090 ,1610 ,1100 ,840 ,1300 ,310 ,80 ,
35,35095,Scarborough--Guildwood,37730,1435880000 ,5380 ,3020 ,3980 ,3420 ,2680 ,2270 ,2050 ,1890 ,1760 ,1610 ,1280 ,1240 ,1840 ,1500 ,1030 ,760 ,1340 ,410 ,250 ,
35,35096,Scarborough North,39970,1298734000 ,5840 ,3580 ,5170 ,4300 ,2850 ,2270 ,2110 ,1950 ,1800 ,1560 ,1360 ,1020 ,1750 ,1300 ,870 ,660 ,1220 ,280 ,80 ,
35,35097,Scarborough--Rouge Park,37690,1700030000 ,4220 ,2640 ,3450 ,2990 ,2260 ,2000 ,2010 ,1940 ,1850 ,1780 ,1590 ,1330 ,2230 ,1830 ,1260 ,1090 ,2290 ,690 ,250 ,
35,35098,Scarborough Southwest,39680,1717159000 ,4450 ,3250 ,4070 ,3660 ,2740 ,2290 ,2090 ,1960 ,1880 ,1720 ,1460 ,1190 ,2130 ,1740 ,1220 ,970 ,1900 ,630 ,350 ,
35,35099,Simcoe--Grey,49680,2884585000 ,2370 ,2080 ,3170 ,3220 ,3160 ,2710 ,2620 ,2670 ,2710 ,2600 ,2270 ,2230 ,4010 ,3460 ,2550 ,1990 ,3910 ,1330 ,610 ,
35,35100,Simcoe North,42720,2028371000 ,3030 ,2340 ,3540 ,3460 ,3240 ,2550 ,2510 ,2470 ,2380 ,2240 ,1960 ,1790 ,2870 ,2170 ,1590 ,1130 ,2320 ,830 ,320 ,
35,35101,Spadina--Fort York,41890,3660359000 ,3690 ,2030 ,2720 ,2330 ,1740 ,1490 ,1430 ,1440 ,1470 ,1470 ,1440 ,1350 ,2690 ,2610 ,2370 ,1940 ,5250 ,2650 ,1790 ,
35,35102,Stormont--Dundas--South Glengarry,39780,1821872000 ,2550 ,2040 ,3240 ,3390 ,3030 ,2590 ,2390 ,2450 ,2480 ,2120 ,1890 ,1730 ,2770 ,1970 ,1360 ,1040 ,2000 ,530 ,210 ,
35,35103,Sudbury,35240,2043777000 ,2180 ,1870 ,2830 ,2170 ,1930 ,1660 ,1740 ,2050 ,2080 ,1760 ,1610 ,1310 ,2520 ,1910 ,1530 ,1320 ,3270 ,1080 ,430 ,
35,35104,Thornhill,45070,3124383000 ,5060 ,2850 ,3770 ,3200 ,2320 ,1990 ,1880 ,1760 ,1690 ,1750 ,1510 ,1380 ,2470 ,2110 ,1880 ,1690 ,4250 ,2180 ,1340 ,
35,35105,Thunder Bay--Rainy River,31950,1626551000 ,2460 ,1530 ,2200 ,2020 ,1860 ,1560 ,1670 ,1750 ,1780 ,1780 ,1670 ,1540 ,2660 ,1960 ,1380 ,1090 ,2190 ,650 ,200 ,
35,35106,Thunder Bay--Superior North,31740,1701319000 ,2210 ,1580 ,2200 ,1980 ,1880 ,1590 ,1710 ,1640 ,1740 ,1580 ,1370 ,1320 ,2390 ,1950 ,1520 ,1290 ,2710 ,860 ,240 ,
35,35107,Timmins--James Bay,31200,1734525000 ,2410 ,1420 ,2280 ,2170 ,1980 ,1490 ,1450 ,1430 ,1370 ,1340 ,1200 ,1180 ,2170 ,1820 ,1450 ,1410 ,3580 ,860 ,230 ,
