Prov/Terr,FED ID,Federal Electoral Districts,Total,Total Income,"Under $5,000","$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $54,999","$55,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","$100,000 to $149,999","$150,000 to $249,999","$250,000 and over",
35,35108,Toronto Centre,42200,2750992000 ,4650 ,3400 ,4540 ,3650 ,2280 ,1850 ,1690 ,1640 ,1540 ,1460 ,1360 ,1150 ,2180 ,1920 ,1600 ,1330 ,3140 ,1640 ,1190 ,
35,35109,Toronto--Danforth,38380,2380493000 ,3230 ,2580 ,3630 ,3480 ,2360 ,1720 ,1530 ,1570 ,1430 ,1310 ,1120 ,1080 ,1900 ,1720 ,1570 ,1460 ,3700 ,2040 ,970 ,
35,35110,University--Rosedale,44130,5148499000 ,4960 ,2850 ,5440 ,4220 ,2580 ,1800 ,1540 ,1450 ,1320 ,1130 ,1050 ,960 ,1780 ,1680 ,1310 ,1180 ,3310 ,2360 ,3210 ,
35,35111,Vaughan--Woodbridge,40540,2559604000 ,2890 ,2080 ,2690 ,2690 ,2650 ,2100 ,2010 ,1900 ,1880 ,1760 ,1560 ,1500 ,2670 ,2410 ,1980 ,1720 ,3710 ,1550 ,810 ,
35,35112,Waterloo,41670,2888942000 ,4400 ,2230 ,2720 ,2270 ,1950 ,1660 ,1690 ,1800 ,1730 ,1630 ,1520 ,1430 ,2720 ,2330 ,2000 ,1900 ,4420 ,2230 ,1070 ,
35,35113,Wellington--Halton Hills,45640,3265661000 ,2480 ,1920 ,2450 ,2260 ,2290 ,1980 ,2070 ,2190 ,2270 ,2200 ,1990 ,1910 ,3600 ,2910 ,2490 ,2190 ,5030 ,2250 ,1160 ,
35,35114,Whitby,45720,3100216000 ,3300 ,2350 ,2750 ,2420 ,2030 ,1720 ,1870 ,1790 ,1850 ,1860 ,1780 ,1650 ,3290 ,2950 ,2610 ,2370 ,6020 ,2240 ,880 ,
35,35115,Willowdale,52990,2555054000 ,8690 ,4730 ,5940 ,5470 ,3990 ,2330 ,1850 ,1630 ,1570 ,1440 ,1260 ,1180 ,2070 ,1960 ,1640 ,1400 ,3390 ,1560 ,910 ,
35,35116,Windsor--Tecumseh,44670,2382498000 ,3000 ,2220 ,3280 ,2810 ,2570 ,2250 ,2370 ,2610 ,2980 ,2720 ,2340 ,1950 ,3080 ,2500 ,2050 ,1500 ,3020 ,1010 ,410 ,
35,35117,Windsor West,46820,2071952000 ,5600 ,3470 ,4650 ,3670 ,2910 ,2380 ,2350 ,2300 ,2350 ,2200 ,1800 ,1530 ,2510 ,2090 ,1660 ,1240 ,2800 ,1010 ,310 ,
35,35118,York Centre,38140,1938415000 ,3970 ,2710 ,3740 ,3450 ,2850 ,2280 ,2180 ,2050 ,1830 ,1620 ,1350 ,1180 ,2030 ,1590 ,1120 ,880 ,1880 ,810 ,630 ,
35,35119,York--Simcoe,38360,2198294000 ,2340 ,1820 ,2730 ,2380 ,2310 ,1900 ,1810 ,1930 ,1850 ,1830 ,1710 ,1630 ,3090 ,2550 ,2100 ,1630 ,3350 ,1010 ,390 ,
35,35120,York South--Weston,41970,1604466000 ,3990 ,3430 ,4370 ,3960 ,3220 ,2760 ,2510 ,2450 ,2150 ,1910 ,1710 ,1400 ,2330 ,1830 ,1310 ,870 ,1350 ,310 ,120 ,
35,35121,Humber River--Black Creek,40460,1290755000 ,5160 ,3550 ,4440 ,4220 ,3280 ,2630 ,2580 ,2500 ,2130 ,1840 ,1510 ,1250 ,1840 ,1210 ,860 ,510 ,770 ,140 ,50 ,
TOTAL,,,5062600,296329277000 ,417970 ,286720 ,397590 ,360060 ,308130 ,255070 ,250630 ,251980 ,248560 ,232470 ,209550 ,191690 ,336760 ,275070 ,219290 ,179660 ,399210 ,157240 ,84960 ,
46,46001,Brandon--Souris,32890,1775610000 ,1590 ,1600 ,2120 ,2190 ,2010 ,1820 ,1910 ,2010 ,1990 ,2070 ,1690 ,1550 ,2750 ,2080 ,1460 ,990 ,2070 ,640 ,360 ,
46,46002,Charleswood--St. James--Assiniboia--Headingley,30990,1980075000 ,1590 ,1240 ,1460 ,1590 ,1590 ,1570 ,1650 ,1710 ,1770 ,1710 ,1740 ,1650 ,2860 ,2240 ,1710 ,1140 ,2480 ,850 ,450 ,
46,46003,Churchill--Keewatinook Aski,28290,891437000 ,12510 ,1570 ,1400 ,1540 ,870 ,780 ,740 ,670 ,620 ,650 ,510 ,450 ,890 ,840 ,820 ,740 ,2140 ,490 ,70 ,
46,46004,Dauphin--Swan River--Neepawa,34080,1454794000 ,4280 ,1770 ,2350 ,3100 ,2260 ,1830 ,1990 ,1990 ,1930 ,1840 ,1510 ,1280 ,2150 ,1610 ,1140 ,770 ,1640 ,440 ,220 ,
46,46005,Elmwood--Transcona,34070,1588793000 ,2200 ,1540 ,1860 ,1980 ,2050 ,2100 ,2200 ,2350 ,2370 ,2150 ,2040 ,1930 ,2870 ,2180 ,1430 ,860 ,1590 ,300 ,90 ,
46,46006,Kildonan--St. Paul,31520,1823735000 ,2050 ,1320 ,1630 ,1750 ,1870 ,1730 ,1820 ,1910 ,1860 ,1740 ,1700 ,1550 ,2620 ,1990 ,1540 ,1040 ,2210 ,780 ,410 ,
46,46007,Portage--Lisgar,34920,1730426000 ,2020 ,1700 ,2400 ,2510 ,2120 ,2060 ,2220 ,2400 ,2520 ,2310 ,1900 ,1550 ,2520 ,1910 ,1270 ,830 ,1700 ,680 ,310 ,
46,46008,Provencher,36590,1947987000 ,1860 ,1470 ,1980 ,2360 ,2200 ,2030 ,2200 ,2310 ,2350 ,2300 ,2070 ,1840 ,3120 ,2300 ,1780 ,1160 ,2370 ,630 ,280 ,
46,46009,Saint Boniface--Saint Vital,33340,1920881000 ,2120 ,1590 ,1960 ,1900 ,1880 ,1790 ,1910 ,1930 ,1920 ,1800 ,1600 ,1540 ,2630 ,2110 ,1710 ,1130 ,2540 ,870 ,410 ,
46,46010,Selkirk--Interlake--Eastman,36770,1903654000 ,2750 ,1640 ,2050 ,2490 ,2260 ,1990 ,2040 ,2010 ,2190 ,1990 ,1860 ,1740 ,2930 ,2360 ,1670 ,1260 ,2550 ,740 ,270 ,
46,46011,Winnipeg Centre,34390,1233795000 ,4330 ,2930 ,3670 ,3230 ,2520 ,2460 ,2350 ,2250 ,1920 ,1600 ,1300 ,1060 ,1570 ,990 ,640 ,410 ,760 ,230 ,190 ,
46,46012,Winnipeg North,34810,1238265000 ,3860 ,2440 ,2790 ,2820 ,2520 ,2460 ,2550 ,2680 ,2230 ,1980 ,1710 ,1450 ,2000 ,1220 ,810 ,440 ,690 ,120 ,40 ,
46,46013,Winnipeg South,38470,2185118000 ,5250 ,2020 ,2230 ,1960 ,1850 ,1680 ,1690 ,1660 ,1780 ,1700 ,1570 ,1550 ,2680 ,2270 ,1950 ,1450 ,3420 ,1200 ,560 ,
46,46014,Winnipeg South Centre,34180,2602455000 ,2610 ,1760 ,1890 ,1930 ,1830 ,1660 ,1720 ,1680 ,1630 ,1590 ,1520 ,1400 ,2490 ,1970 ,1680 ,1180 ,2980 ,1480 ,1190 ,
TOTAL,,,475300,24277026000 ,48980 ,24580 ,29790 ,31350 ,27810 ,25940 ,26990 ,27530 ,27070 ,25420 ,22710 ,20540 ,34100 ,26070 ,19600 ,13420 ,29140 ,9430 ,4830 ,
47,47001,Battlefords--Lloydminster,27230,1518110000 ,3030 ,1060 ,1260 ,1770 ,1370 ,1270 ,1230 ,1250 ,1380 ,1360 ,1200 ,1120 ,2000 ,1780 ,1370 ,1080 ,2530 ,940 ,250 ,
47,47002,Cypress Hills--Grasslands,27370,1634737000 ,980 ,990 ,1450 ,2140 ,1610 ,1420 ,1530 ,1550 ,1760 ,1590 ,1400 ,1160 ,2170 ,1650 ,1320 ,1020 ,2280 ,980 ,390 ,
47,47003,Desnethé--Missinippi--Churchill River,23050,813616000 ,7500 ,1400 ,1360 ,1860 ,1020 ,890 ,780 ,730 ,690 ,660 ,600 ,500 ,950 ,890 ,670 ,570 ,1490 ,410 ,90 ,
47,47004,Carlton Trail--Eagle Creek,29180,1827149000 ,1610 ,1110 ,1430 ,1940 ,1490 ,1200 ,1290 ,1340 ,1490 ,1490 ,1340 ,1300 ,2450 ,2060 ,1560 ,1300 ,3290 ,1190 ,310 ,
47,47005,Moose Jaw--Lake Centre--Lanigan,30460,1931192000 ,1450 ,1070 ,1350 ,1990 ,1650 ,1470 ,1440 ,1610 ,1700 ,1660 ,1500 ,1350 ,2400 ,1980 ,1580 ,1260 ,3370 ,1230 ,400 ,
47,47006,Prince Albert,32350,1699545000 ,3140 ,1510 ,1810 ,2570 ,2010 ,1770 ,1680 ,1650 ,1610 ,1620 ,1390 ,1300 ,2270 ,1860 ,1480 ,1130 ,2470 ,830 ,260 ,
47,47007,Regina--Lewvan,34280,2328439000 ,1630 ,1140 ,1340 ,1580 ,1450 ,1510 ,1440 ,1670 ,1780 ,1790 ,1720 ,1690 ,2860 ,2470 ,2230 ,1760 ,4290 ,1460 ,460 ,
47,47008,Regina--Qu'Appelle,28700,1542551000 ,2500 ,1290 ,1600 ,2100 ,1640 ,1490 ,1500 ,1550 ,1580 ,1490 ,1380 ,1220 ,2060 ,1710 ,1360 ,990 ,2260 ,750 ,280 ,
47,47009,Regina--Wascana,32180,2189614000 ,2160 ,1350 ,1600 ,2160 ,1720 ,1490 ,1520 ,1580 ,1570 ,1570 ,1410 ,1290 ,2330 ,1970 ,1650 ,1300 ,3480 ,1380 ,670 ,
47,47010,Saskatoon--Grasswood,30610,2273272000 ,1790 ,1160 ,1340 ,1650 ,1390 ,1340 ,1480 ,1460 ,1510 ,1450 ,1440 ,1350 ,2260 ,2000 ,1680 ,1290 ,3700 ,1620 ,720 ,
47,47011,Saskatoon--University,29800,2159924000 ,1890 ,1270 ,1400 ,1520 ,1410 ,1360 ,1320 ,1340 ,1380 ,1340 ,1290 ,1200 ,2130 ,1790 ,1670 ,1390 ,3680 ,1700 ,730 ,
47,47012,Saskatoon West,31680,1641549000 ,2280 ,1600 ,1940 ,2260 ,1800 ,1620 ,1710 ,1870 ,1900 ,1750 ,1610 ,1530 ,2540 ,1850 ,1390 ,970 ,2190 ,640 ,200 ,
47,47013,Souris--Moose Mountain,29860,2078809000 ,1810 ,970 ,1240 ,1850 ,1430 ,1370 ,1230 ,1350 ,1480 ,1470 ,1290 ,1240 ,2320 ,1990 ,1620 ,1320 ,3860 ,1540 ,480 ,
47,47014,Yorkton--Melville,27800,1506729000 ,1770 ,1150 ,1760 ,2730 ,1870 ,1450 ,1450 ,1370 ,1460 ,1470 ,1210 ,1090 ,1880 ,1470 ,1160 ,950 ,2520 ,810 ,250 ,
TOTAL,,,414550,25145235000 ,33530 ,17060 ,20860 ,28110 ,21860 ,19630 ,19580 ,20300 ,21260 ,20720 ,18780 ,17330 ,30610 ,25490 ,20760 ,16320 ,41400 ,15470 ,5490 ,
48,48001,Banff--Airdrie,49480,4833876000 ,2820 ,1610 ,1640 ,2030 ,2020 ,1950 ,1890 ,2050 ,2100 ,1970 ,1950 ,1990 ,3610 ,3280 ,2930 ,2500 ,7230 ,3640 ,2280 ,
48,48002,Battle River--Crowfoot,41640,2771281000 ,1540 ,1470 ,2060 ,2640 ,2820 ,2250 ,1890 ,1980 ,1910 ,1830 ,1750 ,1760 ,3300 ,2830 ,2280 ,1910 ,4750 ,2000 ,690 ,
48,48003,Bow River,43920,3095931000 ,2530 ,1600 ,2170 ,2630 ,2470 ,2220 ,1930 ,2070 ,2470 ,2150 ,1870 ,1740 ,3300 ,2780 ,2360 ,1850 ,4620 ,2130 ,1030 ,
48,48004,Calgary Centre,49340,7337680000 ,3020 ,2000 ,2010 ,2990 ,2640 ,2010 ,1830 ,1890 ,1960 ,1690 ,1660 ,1560 ,2740 ,2560 ,2240 ,1870 ,5670 ,4240 ,4770 ,
48,48005,Calgary Confederation,44970,4726684000 ,3210 ,1750 ,1910 ,2430 ,2380 ,2110 ,1920 ,1910 ,1830 ,1760 ,1680 ,1530 ,2760 ,2380 ,2040 ,1760 ,5080 ,3510 ,3030 ,
48,48006,Calgary Forest Lawn,44440,2044088000 ,3350 ,2330 ,2680 ,3740 ,3210 ,2680 ,2580 ,2940 ,2760 ,2630 ,2270 ,2030 ,3280 ,2430 ,1630 ,1170 ,2060 ,500 ,180 ,
48,48007,Calgary Heritage,42950,4283092000 ,2560 ,1640 ,1730 ,2050 ,1990 ,1770 ,1750 ,1970 ,1940 ,1820 ,1790 ,1700 ,3050 ,2600 ,2240 ,1820 ,5040 ,3200 ,2300 ,
48,48008,Calgary Midnapore,46290,4307723000 ,2630 ,1750 ,1820 ,2120 ,2040 ,1910 ,1850 ,1970 ,2040 ,1980 ,1850 ,1880 ,3370 ,2960 ,2480 ,2150 ,6010 ,3460 ,2030 ,
48,48009,Calgary Nose Hill,44220,3331562000 ,3350 ,1990 ,2320 ,2650 ,2220 ,2050 ,1870 ,1930 ,1980 ,1970 ,1660 ,1660 ,3010 ,2630 ,2110 ,1760 ,4910 ,2580 ,1560 ,
48,48010,Calgary Rocky Ridge,46590,4276214000 ,3300 ,1880 ,1900 ,1990 ,1730 ,1620 ,1520 ,1550 ,1650 ,1590 ,1600 ,1610 ,3000 ,2760 ,2630 ,2400 ,7270 ,4260 ,2350 ,
48,48011,Calgary Shepard,53490,4603476000 ,2650 ,1720 ,1830 ,2190 ,2040 ,1870 ,1850 ,2070 ,2250 ,2280 ,2250 ,2270 ,4290 ,3900 ,3380 ,3040 ,7910 ,3920 ,1810 ,
48,48012,Calgary Signal Hill,42990,5281519000 ,2850 ,1770 ,1810 ,2060 ,1880 ,1660 ,1540 ,1510 ,1570 ,1500 ,1390 ,1280 ,2420 ,2080 ,1890 ,1640 ,5510 ,4450 ,4190 ,
48,48013,Calgary Skyview,50460,2429066000 ,4160 ,2570 ,3230 ,3720 ,3140 ,2790 ,2810 ,2960 ,3030 ,2880 ,2530 ,2370 ,3680 ,2940 ,2040 ,1530 ,2940 ,910 ,260 ,
48,48014,Edmonton Centre,44340,3470972000 ,2580 ,1930 ,2130 ,3100 ,2840 ,2390 ,2260 ,2240 ,2220 ,2130 ,1990 ,1710 ,3210 ,2610 ,2110 ,1750 ,4090 ,1780 ,1310 ,
48,48015,Edmonton Griesbach,45580,2308274000 ,2860 ,2290 ,2470 ,4250 ,3660 ,2850 ,2310 ,2350 ,2240 ,2210 ,2010 ,1940 ,3380 ,2730 ,2070 ,1500 ,3380 ,860 ,220 ,
48,48016,Edmonton Manning,44450,2774180000 ,2650 ,1780 ,2050 ,2620 ,2260 ,2010 ,1880 ,1960 ,2070 ,2040 ,2010 ,1840 ,3820 ,3340 ,2740 ,2160 ,5110 ,1760 ,370 ,
48,48017,Edmonton Mill Woods,44950,2639392000 ,3010 ,1800 ,2150 ,2830 ,2330 ,2190 ,2120 ,2320 ,2320 ,2250 ,2130 ,1970 ,3730 ,3080 ,2400 ,1960 ,4680 ,1380 ,320 ,
48,48018,Edmonton Riverbend,45140,4759082000 ,2870 ,1680 ,1790 ,2000 ,1790 ,1590 ,1640 ,1620 ,1660 ,1740 ,1570 ,1630 ,3040 ,2880 ,2380 ,2280 ,6860 ,3780 ,2360 ,
48,48019,Edmonton Strathcona,40560,3149100000 ,2630 ,1630 ,1920 ,2410 ,2240 ,2010 ,1780 ,1870 ,1880 ,1820 ,1720 ,1550 ,2900 ,2580 ,2130 ,1780 ,4720 ,1920 ,1090 ,
48,48020,Edmonton West,44480,3671860000 ,2520 ,1690 ,1880 ,2330 ,2110 ,2030 ,1910 ,1940 ,2050 ,1990 ,2080 ,2040 ,3550 ,3140 ,2460 ,2070 ,5450 ,2140 ,1130 ,
48,48021,Edmonton--Wetaskiwin,55590,4669939000 ,2680 ,1640 ,1780 ,2330 ,2320 ,2090 ,1980 ,2070 ,2110 ,2330 ,2280 ,2290 ,4360 ,4030 ,3660 ,3320 ,9020 ,4020 ,1280 ,
48,48022,Foothills,43380,4681408000 ,2690 ,1570 ,1860 ,2470 ,2410 ,1980 ,1860 ,1910 ,1920 ,1680 ,1590 ,1490 ,2700 ,2460 ,2030 ,1870 ,5210 ,3050 ,2650 ,
48,48023,Fort McMurray--Cold Lake,45440,5069585000 ,2610 ,1140 ,1240 ,1530 ,1200 ,1200 ,1170 ,1100 ,1050 ,1110 ,1120 ,1170 ,2320 ,2490 ,2100 ,2020 ,7690 ,10490 ,2730 ,
48,48024,Grande Prairie--Mackenzie,47130,3955484000 ,2300 ,1360 ,1560 ,2170 ,2090 ,1760 ,1730 ,1650 ,1640 ,1700 ,1760 ,1770 ,3450 ,3320 ,3160 ,2890 ,8470 ,3270 ,1070 ,
48,48025,Lakeland,44090,3193223000 ,3250 ,1480 ,2000 ,2840 ,2700 ,2100 ,1850 ,1800 ,1760 ,1770 ,1570 ,1520 ,2880 ,2680 ,2390 ,1990 ,5690 ,2910 ,930 ,
48,48026,Lethbridge,42800,2658381000 ,2080 ,1720 ,1910 ,2770 ,2840 ,2390 ,2200 ,2270 ,2280 ,2280 ,2140 ,2000 ,3550 ,2920 ,2120 ,1660 ,3770 ,1320 ,600 ,
48,48027,Medicine Hat--Cardston--Warner,41280,2617378000 ,2630 ,1660 ,1990 ,2690 ,2710 ,2400 ,2030 ,1960 ,2150 ,1940 ,1700 ,1690 ,3000 ,2500 ,2010 ,1540 ,4290 ,1710 ,690 ,
48,48028,Peace River--Westlock,40880,2646995000 ,3690 ,1600 ,1860 ,2520 ,2480 ,1880 ,1660 ,1620 ,1630 ,1590 ,1520 ,1460 ,2800 ,2680 ,2320 ,1960 ,5130 ,1930 ,570 ,
48,48029,Red Deer--Mountain View,44150,3583932000 ,1810 ,1490 ,1630 ,2350 ,2370 ,2110 ,2030 ,2060 ,1970 ,1960 ,1900 ,1770 ,3320 ,3060 ,2530 ,2110 ,5840 ,2660 ,1210 ,
48,48030,Red Deer--Lacombe,47390,3485398000 ,3340 ,1600 ,1760 ,2680 ,2500 ,2200 ,2100 ,2180 ,2140 ,2070 ,1990 ,1910 ,3460 ,3150 ,2620 ,2180 ,5880 ,2720 ,930 ,
48,48031,St. Albert--Edmonton,44240,3739130000 ,2100 ,1500 ,1600 ,1970 ,1820 ,1630 ,1600 ,1660 ,1760 ,1800 ,1750 ,1750 ,3470 ,3230 ,2710 ,2540 ,7080 ,3080 ,1200 ,
48,48032,Sherwood Park--Fort Saskatchewan,46070,4859011000 ,1600 ,1200 ,1310 ,1660 ,1680 ,1500 ,1520 ,1500 ,1610 ,1620 ,1620 ,1570 ,3220 ,3130 ,2850 ,2730 ,8640 ,5010 ,2110 ,
48,48033,Sturgeon River--Parkland,46830,4132545000 ,2090 ,1280 ,1490 ,2170 ,2040 ,1750 ,1610 ,1680 ,1840 ,1750 ,1770 ,1720 ,3520 ,3360 ,3030 ,2570 ,7950 ,3820 ,1380 ,
48,48034,Yellowhead,39150,2999837000 ,2100 ,1290 ,1400 ,2120 ,2350 ,1770 ,1610 ,1600 ,1520 ,1520 ,1360 ,1370 ,2740 ,2570 ,2300 ,2120 ,6100 ,2610 ,720 ,
TOTAL,,,1538710,128387297000 ,92030 ,57380 ,64860 ,85000 ,79280 ,68680 ,64050 ,66150 ,67260 ,65330 ,61790 ,59510 ,110210 ,98050 ,82350 ,70380 ,194040 ,101000 ,51360 ,
59,59001,Abbotsford,37880,1913249000 ,2610 ,1750 ,2990 ,3010 ,2630 ,2190 ,1980 ,2140 ,2050 ,1780 ,1730 ,1580 ,2760 ,2220 ,1750 ,1180 ,2490 ,780 ,260 ,
59,59002,Burnaby North--Seymour,39860,2450807000 ,4170 ,2090 ,2950 ,2560 ,2200 ,1850 ,1720 ,1820 ,1700 ,1600 ,1540 ,1420 ,2550 ,2200 ,1840 ,1440 ,3670 ,1740 ,810 ,
59,59003,Burnaby South,44440,2127770000 ,5900 ,2570 ,4100 ,3370 ,2660 ,2360 ,2150 ,2190 ,2090 ,1940 ,1750 ,1560 ,2600 ,2080 ,1690 ,1230 ,2800 ,980 ,420 ,
59,59004,Cariboo--Prince George,42280,2374394000 ,2940 ,1850 ,2800 ,2780 ,2480 ,1950 ,1950 ,1970 ,1840 ,1600 ,1660 ,1560 ,3320 ,3070 ,2670 ,2130 ,4420 ,1020 ,260 ,
59,59005,Central Okanagan--Similkameen--Nicola,44030,2407612000 ,2530 ,1900 ,3060 ,3390 ,3190 ,2680 ,2490 ,2440 ,2360 ,2160 ,1870 ,1770 ,3100 ,2430 ,1960 ,1540 ,3540 ,1160 ,460 ,
59,59006,Chilliwack--Hope,38000,1909523000 ,2230 ,1690 ,2860 ,3010 ,2600 ,2140 ,2070 ,2150 ,2100 ,1900 ,1800 ,1600 ,2840 ,2400 ,1850 ,1380 ,2430 ,750 ,210 ,
59,59007,Cloverdale--Langley City,41550,2366612000 ,2510 ,1610 ,2660 ,2340 ,2210 ,1920 ,1930 ,2110 ,2100 ,2040 ,1890 ,1900 ,3580 ,3050 ,2480 ,1790 ,4000 ,1160 ,270 ,
59,59008,Coquitlam--Port Coquitlam,46220,2528936000 ,4610 ,2370 ,3610 ,2800 ,2450 ,2120 ,2010 ,2100 ,2120 ,2040 ,1850 ,1810 ,3300 ,2770 ,2340 ,1850 ,4120 ,1490 ,480 ,
59,59009,Courtenay--Alberni,46400,2363724000 ,2440 ,1890 ,3460 ,3600 ,3320 ,2890 ,2850 ,2820 ,2760 ,2550 ,2210 ,1910 ,3380 ,2640 ,1920 ,1370 ,3080 ,980 ,330 ,
59,59010,Cowichan--Malahat--Langford,41870,2228305000 ,2520 ,1900 ,2870 ,2800 ,2510 ,2280 ,2250 ,2280 ,2240 ,2150 ,1890 ,1850 ,3310 ,2770 ,2260 ,1570 ,3230 ,930 ,260 ,
59,59011,Delta,39900,2500830000 ,2930 ,1760 ,2760 ,2390 ,2200 ,1840 ,1880 ,1960 ,1890 ,1780 ,1690 ,1680 ,3130 ,2410 ,2050 ,1490 ,3790 ,1570 ,680 ,
59,59012,Fleetwood--Port Kells,44500,2058032000 ,4510 ,2700 ,4240 ,3180 ,2730 ,2460 ,2400 ,2450 ,2240 ,2110 ,1840 ,1730 ,2860 ,2210 ,1660 ,1270 ,2670 ,970 ,290 ,
59,59013,Kamloops--Thompson--Cariboo,49660,2806205000 ,2950 ,2070 ,3430 ,3290 ,3100 ,2640 ,2500 ,2630 ,2360 ,2230 ,2240 ,1940 ,3650 ,3190 ,2570 ,2080 ,4910 ,1510 ,380 ,
59,59014,Kelowna--Lake Country,47020,2886211000 ,2520 ,2090 ,3180 ,3230 ,2990 ,2500 ,2430 ,2470 ,2470 ,2190 ,2110 ,1950 ,3580 ,2910 ,2210 ,1650 ,4020 ,1690 ,860 ,
59,59015,Kootenay--Columbia,44770,2566840000 ,2140 ,1820 ,2900 ,3050 ,2870 ,2470 ,2320 ,2400 ,2290 ,2160 ,1900 ,1800 ,3230 ,2690 ,2110 ,1980 ,4920 ,1380 ,340 ,
59,59016,Langley--Aldergrove,43710,2797268000 ,2520 ,1710 ,2460 ,2540 ,2470 ,2050 ,2020 ,2010 ,2040 ,1970 ,1900 ,1940 ,3500 ,3140 ,2560 ,1930 ,4600 ,1720 ,640 ,
59,59017,Mission--Matsqui--Fraser Canyon,35540,1661351000 ,3250 ,1780 ,3160 ,2820 ,2300 ,1940 ,1900 ,1880 ,1790 ,1590 ,1610 ,1410 ,2490 ,1960 ,1530 ,1150 ,2210 ,640 ,150 ,
59,59018,Nanaimo--Ladysmith,46860,2414839000 ,2860 ,2210 ,3450 ,3520 ,3150 ,2700 ,2670 ,2700 ,2530 ,2350 ,2140 ,1870 ,3390 ,2750 ,2100 ,1630 ,3450 ,1070 ,330 ,
59,59019,New Westminster--Burnaby,43530,2110526000 ,3880 ,2350 ,3850 ,3230 ,2640 ,2300 ,2230 ,2270 ,2320 ,2140 ,1920 ,1700 ,3030 ,2310 ,1870 ,1340 ,2910 ,970 ,280 ,
59,59020,North Okanagan--Shuswap,50330,2642385000 ,2580 ,2080 ,3590 ,4160 ,3720 ,3070 ,2830 ,2910 ,2750 ,2670 ,2290 ,2020 ,3690 ,2970 ,2180 ,1670 ,3480 ,1240 ,450 ,
59,59021,North Vancouver,43630,3185584000 ,3750 ,2120 ,3010 ,2630 ,2320 ,1960 ,1760 ,1900 ,1720 ,1730 ,1560 ,1450 ,2730 ,2450 ,2000 ,1690 ,4730 ,2630 ,1510 ,
59,59022,Pitt Meadows--Maple Ridge,37510,2221508000 ,2050 ,1540 ,2350 ,2240 ,2000 ,1730 ,1760 ,1820 ,1800 ,1690 ,1630 ,1610 ,3100 ,2720 ,2330 ,1700 ,3900 ,1240 ,310 ,
59,59023,Port Moody--Coquitlam,42420,2573340000 ,3950 ,2090 ,2890 ,2470 ,2280 ,1950 ,1820 ,1910 ,1930 ,1960 ,1760 ,1630 ,3000 ,2480 ,2080 ,1640 ,4230 ,1680 ,680 ,
59,59024,Prince George--Peace River--Northern Rockies,43280,3088063000 ,2230 ,1430 ,2140 ,2190 ,2170 ,1690 ,1740 ,1800 ,1730 ,1700 ,1550 ,1590 ,3310 ,3190 ,3030 ,2480 ,6170 ,2540 ,610 ,
59,59025,Richmond Centre,38830,1753575000 ,5930 ,2590 ,3970 ,3090 ,2540 ,2010 ,1870 ,1780 ,1650 ,1510 ,1290 ,1150 ,2120 ,1570 ,1260 ,920 ,2180 ,990 ,420 ,
59,59026,Esquimalt--Saanich--Sooke,41760,2272216000 ,2340 ,1670 ,2910 ,2510 ,2410 ,2160 ,2170 ,2250 ,2250 ,2200 ,1990 ,1980 ,3520 ,3160 ,2350 ,1740 ,2990 ,890 ,280 ,
59,59027,Saanich--Gulf Islands,41240,2587964000 ,2530 ,1810 ,2620 ,2450 ,2420 ,2030 ,1990 ,2060 ,2040 ,1940 ,1880 ,1780 ,3120 ,2710 ,2180 ,1620 ,3810 ,1540 ,720 ,
59,59028,Skeena--Bulkley Valley,34230,1809125000 ,3920 ,1650 ,2140 ,2350 ,1960 ,1670 ,1570 ,1460 ,1410 ,1340 ,1280 ,1150 ,2390 ,2070 ,1690 ,1580 ,3410 ,960 ,210 ,
59,59029,South Okanagan--West Kootenay,48980,2469725000 ,2570 ,2280 ,3780 ,4420 ,3960 ,2990 ,2760 ,2810 ,2650 ,2400 ,2110 ,1940 ,3260 ,2530 ,2030 ,1610 ,3420 ,1100 ,370 ,
59,59030,South Surrey--White Rock,38480,2922860000 ,2780 ,1530 ,2340 ,2150 ,2050 ,1720 ,1640 ,1730 ,1750 ,1630 ,1470 ,1420 ,2580 ,2370 ,1950 ,1580 ,4230 ,2290 ,1290 ,
59,59031,Steveston--Richmond East,40040,1854057000 ,5370 ,2480 ,3950 ,3080 ,2490 ,2090 ,2070 ,1970 ,1810 ,1650 ,1460 ,1360 ,2350 ,1850 ,1490 ,1090 ,2230 ,880 ,370 ,
59,59032,Surrey Centre,46310,1662739000 ,5270 ,3280 ,5330 ,4090 ,3160 ,2870 ,2770 ,2840 ,2520 ,2330 ,1950 ,1660 ,2770 ,1840 ,1190 ,780 ,1310 ,300 ,50 ,
59,59033,Surrey--Newton,42240,1655035000 ,4250 ,2520 ,4580 ,3600 ,3060 ,2680 ,2670 ,2520 ,2350 ,2050 ,1840 ,1640 ,2590 ,1790 ,1220 ,850 ,1520 ,410 ,120 ,
59,59034,Vancouver Centre,54230,4478026000 ,4590 ,2560 ,4580 ,4030 ,2770 ,2280 ,2110 ,2200 ,2180 ,2110 ,1910 ,1900 ,3240 ,2910 ,2430 ,2000 ,5470 ,2760 ,2200 ,
