Prov/Terr,FED ID,Federal Electoral Districts,Total,Total Income,"Under $5,000","$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $54,999","$55,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","$100,000 to $149,999","$150,000 to $249,999","$250,000 and over",
35,35109,Toronto--Danforth,41550,2015638000 ,4390 ,2810 ,4090 ,4440 ,2800 ,2030 ,1810 ,1640 ,1640 ,1470 ,1330 ,1230 ,2220 ,1840 ,1560 ,1480 ,3080 ,1250 ,440 ,
35,35110,University--Rosedale,46730,3050385000 ,6170 ,3070 ,4980 ,5190 ,2970 ,2070 ,1730 ,1540 ,1500 ,1500 ,1310 ,1120 ,2090 ,1900 ,1520 ,1290 ,3090 ,2020 ,1650 ,
35,35111,Vaughan--Woodbridge,43320,1829841000 ,4770 ,2780 ,4010 ,4330 ,3590 ,2580 ,2280 ,2120 ,2110 ,1930 ,1690 ,1430 ,2390 ,1720 ,1340 ,1450 ,1950 ,620 ,250 ,
35,35112,Waterloo,43610,1910182000 ,6180 ,3040 ,3430 ,3240 ,3040 ,2260 ,2160 ,2200 ,2160 ,1930 ,1630 ,1450 ,2360 ,2050 ,1550 ,1540 ,2230 ,860 ,310 ,
35,35113,Wellington--Halton Hills,47660,2217482000 ,4000 ,3020 ,3640 ,3810 ,3520 ,2700 ,2630 ,2760 ,2850 ,2520 ,2040 ,1840 ,2920 ,2260 ,1800 ,1720 ,2360 ,900 ,370 ,
35,35114,Whitby,50190,2266948000 ,5470 ,3330 ,3890 ,3830 ,3400 ,2480 ,2530 ,2500 ,2700 ,2450 ,1960 ,1790 ,3200 ,2580 ,2140 ,2090 ,2820 ,770 ,260 ,
35,35115,Willowdale,53030,2036756000 ,11760 ,4130 ,4870 ,4980 ,3180 ,2530 ,2230 ,1940 ,1910 ,1790 ,1470 ,1340 ,2300 ,1830 ,1520 ,1350 ,2530 ,1000 ,370 ,
35,35116,Windsor--Tecumseh,49490,1789235000 ,5030 ,3360 ,4740 ,5310 ,4580 ,3340 ,3180 ,3190 ,3020 ,2520 ,1790 ,1450 ,2170 ,1660 ,1240 ,1120 ,1300 ,350 ,140 ,
35,35117,Windsor West,48870,1481769000 ,8200 ,4100 ,5610 ,5680 ,4270 ,3010 ,2740 ,2400 ,2250 ,1860 ,1350 ,1120 ,1700 ,1220 ,930 ,900 ,1140 ,320 ,90 ,
35,35118,York Centre,45020,1636436000 ,5830 ,3310 ,4990 ,5810 ,4370 ,3130 ,2660 ,2270 ,2110 ,1690 ,1320 ,1030 ,1700 ,1220 ,820 ,800 ,1230 ,480 ,260 ,
35,35119,York--Simcoe,39470,1537847000 ,4050 ,2850 ,3740 ,3830 ,3210 ,2430 ,2260 ,2250 ,2240 ,2020 ,1570 ,1370 ,2080 ,1500 ,1100 ,1050 ,1410 ,360 ,150 ,
35,35120,York South--Weston,47940,1372215000 ,6340 ,4260 ,5970 ,6700 ,4570 ,3480 ,2870 ,2380 ,2230 ,1770 ,1370 ,1080 ,1570 ,1020 ,700 ,580 ,810 ,170 ,60 ,
35,35121,Humber River--Black Creek,44790,1054967000 ,7800 ,4440 ,6250 ,6240 ,4490 ,3160 ,2630 ,2090 ,1770 ,1360 ,1060 ,770 ,980 ,610 ,400 ,290 ,380 ,60 ,20 ,
TOTAL,,,5462080,218388735000 ,649920 ,387650 ,517340 ,550160 ,442700 ,325540 ,304180 ,291230 ,284080 ,247190 ,197870 ,168640 ,270120 ,207440 ,157410 ,143070 ,212680 ,72740 ,32110 ,
46,46001,Brandon--Souris,34730,1270751000 ,2790 ,2470 ,3380 ,3580 ,3210 ,2660 ,2560 ,2480 ,2200 ,1700 ,1280 ,980 ,1620 ,1200 ,870 ,550 ,810 ,240 ,130 ,
46,46002,Charleswood--St. James--Assiniboia--Headingley,34270,1484779000 ,2290 ,1820 ,2310 ,2630 ,2780 ,2530 ,2440 ,2530 ,2540 ,1980 ,1620 ,1400 ,2150 ,1550 ,1290 ,770 ,1170 ,340 ,150 ,
46,46003,Churchill--Keewatinook Aski,27890,551166000 ,13100 ,2420 ,1650 ,2060 ,1250 ,990 ,850 ,770 ,670 ,600 ,550 ,390 ,620 ,480 ,450 ,380 ,550 ,110 ,30 ,
46,46004,Dauphin--Swan River--Neepawa,34370,1056265000 ,4890 ,2480 ,3230 ,4350 ,3340 ,2620 ,2290 ,2060 ,1770 ,1460 ,1020 ,800 ,1220 ,950 ,680 ,370 ,610 ,160 ,70 ,
46,46005,Elmwood--Transcona,36620,1240976000 ,3390 ,2430 ,3150 ,3450 ,3420 ,2960 ,2840 ,2800 ,2580 ,2020 ,1580 ,1210 ,1730 ,1130 ,770 ,460 ,570 ,110 ,30 ,
46,46006,Kildonan--St. Paul,35420,1413215000 ,2940 ,1970 ,2560 ,3280 ,3270 ,2760 ,2580 ,2540 ,2350 ,1920 ,1500 ,1210 ,1890 ,1360 ,1180 ,670 ,1000 ,300 ,140 ,
46,46007,Portage--Lisgar,35900,1171479000 ,4210 ,3380 ,3910 ,3910 ,3230 ,2740 ,2460 ,2220 ,1880 ,1510 ,1050 ,840 ,1330 ,1010 ,760 ,430 ,670 ,240 ,140 ,
46,46008,Provencher,36150,1213407000 ,4150 ,2990 ,3530 ,3690 ,3080 ,2750 ,2570 ,2320 ,2110 ,1550 ,1210 ,990 ,1570 ,1150 ,950 ,500 ,750 ,190 ,90 ,
46,46009,Saint Boniface--Saint Vital,36770,1510153000 ,3190 ,2220 ,2660 ,3200 ,3110 ,2610 ,2450 ,2480 ,2370 ,1910 ,1630 ,1330 ,2160 ,1620 ,1280 ,780 ,1290 ,350 ,150 ,
46,46010,Selkirk--Interlake--Eastman,37260,1308652000 ,3830 ,2530 ,3180 ,3890 ,3440 ,2920 ,2810 ,2460 ,2310 ,1750 ,1400 ,1080 ,1760 ,1260 ,960 ,560 ,850 ,190 ,80 ,
46,46011,Winnipeg Centre,34110,978379000 ,4540 ,3130 ,4110 ,4540 ,3240 ,2660 ,2230 ,2060 ,1670 ,1270 ,920 ,700 ,1010 ,660 ,500 ,280 ,400 ,130 ,80 ,
46,46012,Winnipeg North,36590,1016441000 ,5040 ,3050 ,3930 ,4250 ,3650 ,3080 ,2630 ,2480 ,2100 ,1590 ,1030 ,800 ,1020 ,690 ,490 ,320 ,350 ,60 ,20 ,
46,46013,Winnipeg South,40020,1609349000 ,5940 ,2710 ,2860 ,2890 ,2560 ,2350 ,2410 ,2250 ,2270 ,1970 ,1550 ,1380 ,2350 ,1790 ,1450 ,1000 ,1670 ,430 ,190 ,
46,46014,Winnipeg South Centre,38610,1948939000 ,3290 ,2120 ,2570 ,2950 ,2840 ,2440 ,2380 ,2280 ,2350 ,1920 ,1670 ,1410 ,2390 ,2010 ,1600 ,1050 ,2030 ,840 ,480 ,
TOTAL,,,498720,17773951000 ,63590 ,35710 ,43040 ,48690 ,42400 ,36070 ,33510 ,31720 ,29180 ,23140 ,18000 ,14500 ,22820 ,16850 ,13220 ,8110 ,12720 ,3690 ,1770 ,
47,47001,Battlefords--Lloydminster,27650,974931000 ,4230 ,1960 ,2090 ,2650 ,2120 ,1940 ,1670 ,1600 ,1490 ,1390 ,1060 ,860 ,1230 ,940 ,730 ,530 ,860 ,210 ,80 ,
47,47002,Cypress Hills--Grasslands,27680,1099527000 ,1870 ,1690 ,2550 ,3010 ,2530 ,2160 ,1940 ,1740 ,1860 ,1350 ,1110 ,890 ,1330 ,940 ,750 ,590 ,940 ,300 ,130 ,
47,47003,Desnethé--Missinippi--Churchill River,23550,548873000 ,8370 ,2180 ,1840 ,2350 ,1370 ,1060 ,880 ,800 ,730 ,660 ,510 ,380 ,610 ,490 ,380 ,350 ,490 ,90 ,20 ,
47,47004,Carlton Trail--Eagle Creek,28710,1086856000 ,2930 ,2050 ,2380 ,2880 ,2230 ,2050 ,1980 ,1770 ,1720 ,1510 ,1220 ,900 ,1490 ,960 ,860 ,590 ,890 ,240 ,90 ,
47,47005,Moose Jaw--Lake Centre--Lanigan,30840,1234161000 ,2550 ,1900 ,2390 ,3160 ,2790 ,2320 ,2180 ,1960 ,1900 ,1630 ,1190 ,990 ,1550 ,1120 ,950 ,640 ,1180 ,310 ,140 ,
47,47006,Prince Albert,34780,1239256000 ,4130 ,2500 ,2920 ,4060 ,3170 ,2350 ,2080 ,2040 ,1860 ,1590 ,1250 ,1020 ,1540 ,1200 ,960 ,740 ,1020 ,250 ,90 ,
47,47007,Regina--Lewvan,36460,1757492000 ,2840 ,1730 ,2120 ,2480 ,2570 ,2190 ,2100 ,2190 ,2370 ,2070 ,1830 ,1580 ,2570 ,1960 ,1700 ,1280 ,2200 ,510 ,180 ,
47,47008,Regina--Qu'Appelle,29200,1091916000 ,3250 ,1730 ,2200 ,3200 ,2710 ,2110 ,1810 ,1680 ,1710 ,1460 ,1210 ,1010 ,1410 ,1050 ,820 ,600 ,890 ,230 ,100 ,
47,47009,Regina--Wascana,33590,1584634000 ,2930 ,1740 ,2120 ,3050 ,2670 ,2130 ,1890 ,1860 ,2000 ,1650 ,1410 ,1260 ,2030 ,1680 ,1280 ,1070 ,2000 ,600 ,260 ,
47,47010,Saskatoon--Grasswood,33720,1587508000 ,2940 ,1870 ,2160 ,2750 ,2510 ,2080 ,2030 ,2010 ,2040 ,1780 ,1450 ,1270 ,2080 ,1700 ,1340 ,1060 ,1840 ,550 ,260 ,
47,47011,Saskatoon--University,31740,1496387000 ,3260 ,1890 ,2100 ,2360 ,2220 ,1860 ,1760 ,1770 ,1830 ,1600 ,1350 ,1250 ,2010 ,1610 ,1240 ,960 ,1750 ,620 ,290 ,
47,47012,Saskatoon West,32980,1171475000 ,3470 ,2230 ,2660 ,3780 ,3230 ,2520 ,2170 ,2220 ,1940 ,1650 ,1320 ,990 ,1480 ,1000 ,780 ,510 ,760 ,190 ,70 ,
47,47013,Souris--Moose Mountain,29140,1171951000 ,3140 ,1920 ,2240 ,2800 ,2460 ,2120 ,1940 ,1710 ,1740 ,1470 ,1210 ,870 ,1450 ,1100 ,870 ,640 ,1040 ,270 ,150 ,
47,47014,Yorkton--Melville,27950,983279000 ,2680 ,1810 ,2580 ,3750 ,2760 ,2140 ,1770 ,1740 ,1540 ,1310 ,1030 ,750 ,1090 ,810 ,660 ,470 ,800 ,190 ,80 ,
TOTAL,,,428000,17028245000 ,48590 ,27200 ,32340 ,42280 ,35330 ,29030 ,26190 ,25090 ,24730 ,21110 ,17140 ,14030 ,21860 ,16560 ,13320 ,10050 ,16660 ,4560 ,1950 ,
48,48001,Banff--Airdrie,50190,2512867000 ,5590 ,3060 ,3100 ,3320 ,3480 ,3280 ,2830 ,2820 ,2700 ,2460 ,2220 ,1980 ,3030 ,2320 ,1820 ,1540 ,2970 ,1070 ,590 ,
48,48002,Battle River--Crowfoot,42050,1646396000 ,3730 ,2880 ,3550 ,3870 ,4540 ,3470 ,2760 ,2550 ,2380 ,1970 ,1580 ,1320 ,2010 ,1430 ,1030 ,920 ,1410 ,430 ,240 ,
48,48003,Bow River,43230,1742468000 ,5730 ,3300 ,3660 ,3750 ,3560 ,3000 ,2440 ,2250 ,2350 ,1980 ,1540 ,1330 ,2050 ,1500 ,1080 ,1010 ,1750 ,640 ,320 ,
48,48004,Calgary Centre,46500,3517129000 ,4510 ,2350 ,2420 ,3480 ,3280 ,2560 ,2060 ,1980 ,1960 ,1880 ,1730 ,1570 ,2670 ,2390 ,2020 ,1660 ,3970 ,2330 ,1710 ,
48,48005,Calgary Confederation,47150,2879656000 ,4720 ,2560 ,2720 ,3170 ,3680 ,2750 ,2270 ,2220 ,2190 ,2060 ,1710 ,1590 ,2650 ,2340 ,1800 ,1660 ,3850 ,2070 ,1140 ,
48,48006,Calgary Forest Lawn,42890,1349488000 ,6000 ,3360 ,3730 ,4600 ,4140 ,3400 ,2840 ,2620 ,2350 ,1920 ,1530 ,1270 ,1750 ,1070 ,670 ,490 ,870 ,220 ,70 ,
48,48007,Calgary Heritage,45860,2667892000 ,4970 ,2540 ,2690 ,3010 ,3200 ,2780 ,2420 ,2400 ,2400 ,2190 ,1950 ,1740 ,2890 ,2250 ,1670 ,1500 ,3150 ,1380 ,730 ,
48,48008,Calgary Midnapore,48390,2464769000 ,5260 ,2900 ,3140 ,3260 ,3350 ,3010 ,2610 ,2580 ,2590 ,2340 ,2030 ,1790 ,3010 ,2330 ,1730 ,1530 ,3220 ,1220 ,500 ,
48,48009,Calgary Nose Hill,46390,2151179000 ,5850 ,3060 ,3320 ,3660 ,3220 ,2830 ,2440 ,2360 ,2280 ,2040 ,1770 ,1590 ,2610 ,2050 ,1570 ,1360 ,2940 ,1020 ,420 ,
48,48010,Calgary Rocky Ridge,49480,2562068000 ,6530 ,3070 ,2990 ,2920 ,2760 ,2550 ,2240 ,2270 ,2340 ,2210 ,2010 ,1850 ,3030 ,2640 ,2110 ,1890 ,4190 ,1390 ,500 ,
48,48011,Calgary Shepard,54190,2716898000 ,5870 ,3360 ,3250 ,3450 ,3430 ,3090 ,2870 ,2770 ,2850 ,2750 ,2520 ,2180 ,3560 ,2880 ,2240 ,1830 ,3600 ,1240 ,450 ,
48,48012,Calgary Signal Hill,47160,2981619000 ,5330 ,2800 ,2740 ,2990 ,3090 ,2500 ,2180 ,2060 ,2070 ,1920 ,1670 ,1560 ,2720 ,2240 ,1770 ,1670 ,4370 ,2270 ,1220 ,
48,48013,Calgary Skyview,50090,1601996000 ,8780 ,3960 ,4180 ,4630 ,3880 ,3560 ,3160 ,2860 ,2590 ,2250 ,1860 ,1520 ,2160 ,1430 ,990 ,750 ,1170 ,280 ,80 ,
48,48014,Edmonton Centre,43160,2177408000 ,3970 ,2480 ,2910 ,3770 ,4030 ,3010 ,2450 ,2340 ,2200 ,2010 ,1780 ,1490 ,2400 ,1890 ,1400 ,1220 ,2400 ,900 ,540 ,
48,48015,Edmonton Griesbach,43250,1462253000 ,4830 ,3100 ,3660 ,5020 ,4920 ,3470 ,2670 ,2360 ,2080 ,1890 ,1570 ,1410 ,2010 ,1320 ,870 ,700 ,1100 ,220 ,70 ,
48,48016,Edmonton Manning,46110,1770613000 ,5280 ,3140 ,3410 ,4060 ,3660 ,3080 ,2630 ,2660 ,2520 ,2400 ,2130 ,1900 ,2820 ,1970 ,1310 ,1090 ,1640 ,320 ,80 ,
48,48017,Edmonton Mill Woods,45320,1634007000 ,6200 ,3140 ,3520 ,4000 ,3600 ,3260 ,2830 ,2700 ,2500 ,2170 ,1860 ,1660 ,2530 ,1590 ,1080 ,890 ,1450 ,260 ,90 ,
48,48018,Edmonton Riverbend,47650,2729756000 ,5450 ,2810 ,2770 ,3060 ,2870 ,2590 ,2290 ,2270 ,2340 ,2180 ,1980 ,1820 ,2920 ,2610 ,2000 ,1760 ,3770 ,1400 ,770 ,
48,48019,Edmonton Strathcona,40700,2020995000 ,4190 ,2250 ,2640 ,3110 ,3670 ,2640 ,2070 ,2050 ,1990 ,1840 ,1610 ,1440 ,2400 ,1950 ,1510 ,1360 ,2640 ,900 ,450 ,
48,48020,Edmonton West,47080,2193717000 ,4790 ,2780 ,3130 ,3650 ,3700 ,3240 ,2800 ,2650 ,2600 ,2440 ,2110 ,1870 ,2940 ,2090 ,1510 ,1320 ,2370 ,710 ,390 ,
48,48021,Edmonton--Wetaskiwin,56080,2444811000 ,6810 ,3580 ,3660 ,4130 ,4260 ,3690 ,3230 ,3080 ,2920 ,2710 ,2480 ,2180 ,3340 ,2590 ,1940 ,1650 ,2840 ,710 ,300 ,
48,48022,Foothills,44270,2266157000 ,5150 ,3090 ,3360 ,3490 ,3710 ,3180 ,2560 ,2440 ,2210 ,1880 ,1500 ,1340 ,2110 ,1680 ,1230 ,1150 ,2370 ,1040 ,780 ,
48,48023,Fort McMurray--Cold Lake,39260,1978928000 ,6560 ,2440 ,2190 ,2380 ,2360 ,2040 ,1820 ,1690 ,1570 ,1500 ,1410 ,1210 ,2300 ,1800 ,1450 ,1260 ,3250 ,1770 ,280 ,
48,48024,Grande Prairie--Mackenzie,44760,1897217000 ,5580 ,3180 ,3200 ,3660 ,3650 ,3070 ,2730 ,2550 ,2270 ,2060 ,1790 ,1500 ,2450 ,1770 ,1230 ,1140 ,2120 ,510 ,310 ,
48,48025,Lakeland,43270,1699789000 ,5640 ,3060 ,3410 ,3750 ,4160 ,3080 ,2540 ,2340 ,2200 ,1960 ,1580 ,1370 ,2140 ,1490 ,1150 ,1010 ,1630 ,510 ,240 ,
48,48026,Lethbridge,44850,1783463000 ,4190 ,3150 ,3440 ,4000 ,4380 ,3590 ,2950 ,2750 ,2530 ,2160 ,1800 ,1490 ,2230 ,1560 ,1190 ,980 ,1790 ,450 ,240 ,
48,48027,Medicine Hat--Cardston--Warner,43330,1560527000 ,5070 ,3320 ,3690 ,4230 ,4740 ,3440 ,2690 ,2470 ,2450 ,1840 ,1470 ,1160 ,1780 ,1290 ,910 ,870 ,1380 ,350 ,180 ,
48,48028,Peace River--Westlock,39530,1391070000 ,6760 ,3360 ,3190 ,3530 ,3690 ,2610 ,2230 ,1990 ,1730 ,1530 ,1280 ,1100 ,1690 ,1250 ,900 ,860 ,1310 ,360 ,170 ,
48,48029,Red Deer--Mountain View,45380,1965704000 ,4400 ,2920 ,3280 ,3690 ,4160 ,3290 ,2960 ,2700 ,2530 ,2200 ,1870 ,1660 ,2470 ,1810 ,1330 ,1190 ,1990 ,610 ,330 ,
48,48030,Red Deer--Lacombe,47760,1878472000 ,6520 ,3470 ,3580 ,4050 ,4310 ,3400 ,3040 ,2770 ,2510 ,2140 ,1810 ,1590 ,2310 ,1650 ,1160 ,1010 ,1690 ,480 ,280 ,
48,48031,St. Albert--Edmonton,46850,2226112000 ,4520 ,2650 ,2920 ,3310 ,3230 ,2990 ,2470 ,2560 ,2650 ,2380 ,2160 ,1940 ,3200 ,2410 ,1790 ,1680 ,2950 ,750 ,310 ,
48,48032,Sherwood Park--Fort Saskatchewan,46930,2500308000 ,4140 ,2570 ,2870 ,2800 ,3170 ,3000 ,2610 ,2510 ,2610 ,2340 ,2090 ,1860 ,3140 ,2720 ,1950 ,1800 ,3300 ,1000 ,470 ,
48,48033,Sturgeon River--Parkland,46070,2055094000 ,5260 ,3040 ,3330 ,3370 ,3630 ,3030 ,2730 ,2520 ,2440 ,2260 ,2000 ,1710 ,2740 ,2020 ,1470 ,1340 ,2240 ,620 ,340 ,
48,48034,Yellowhead,37020,1397199000 ,4940 ,2740 ,3020 ,3310 ,3620 ,2750 ,2350 ,2120 ,1760 ,1590 ,1310 ,1050 ,1630 ,1280 ,940 ,740 ,1300 ,380 ,200 ,
TOTAL,,,1552190,71828028000 ,183120 ,101440 ,108630 ,122450 ,125120 ,103210 ,87740 ,83250 ,79640 ,71450 ,61720 ,54040 ,85660 ,65610 ,48790 ,42790 ,82970 ,29790 ,14780 ,
59,59001,Abbotsford,40750,1317819000 ,4300 ,3030 ,4810 ,5030 ,4240 ,2990 ,2540 ,2390 ,2120 ,1740 ,1370 ,1090 ,1540 ,1110 ,850 ,530 ,770 ,230 ,80 ,
59,59002,Burnaby North--Seymour,42760,1782737000 ,6090 ,2780 ,3630 ,3690 ,2970 ,2350 ,2230 ,2230 ,2110 ,2020 ,1740 ,1490 ,2340 ,1800 ,1420 ,1010 ,1880 ,710 ,280 ,
59,59003,Burnaby South,48620,1628123000 ,8790 ,3680 ,4770 ,4910 ,3620 ,2820 ,2470 ,2500 ,2280 ,2100 ,1720 ,1380 ,2080 ,1570 ,1190 ,780 ,1390 ,430 ,140 ,
59,59004,Cariboo--Prince George,42510,1426190000 ,5080 ,3120 ,4440 ,4540 ,3910 ,3020 ,2620 ,2560 ,2240 ,1910 ,1450 ,1240 ,2010 ,1390 ,1010 ,690 ,950 ,250 ,90 ,
59,59005,Central Okanagan--Similkameen--Nicola,48060,1696886000 ,4250 ,2970 ,4930 ,5490 ,5160 ,3770 ,3220 ,3210 ,2740 ,2200 ,1780 ,1380 ,2020 ,1500 ,1080 ,670 ,1130 ,420 ,150 ,
59,59006,Chilliwack--Hope,40560,1319093000 ,4380 ,2960 ,4450 ,4850 ,4250 ,3030 ,2630 ,2580 ,2190 ,1760 ,1280 ,1080 ,1450 ,1140 ,880 ,530 ,790 ,260 ,90 ,
59,59007,Cloverdale--Langley City,45140,1654413000 ,4880 ,2960 ,4200 ,4230 ,3850 ,2990 ,2730 ,2870 ,2730 ,2400 ,1930 ,1610 ,2350 ,1700 ,1340 ,800 ,1190 ,300 ,90 ,
59,59008,Coquitlam--Port Coquitlam,50360,1784754000 ,7890 ,3700 ,4760 ,4380 ,3540 ,2840 ,2580 ,2780 ,2630 ,2490 ,2030 ,1750 ,2660 ,1960 ,1420 ,960 ,1490 ,400 ,120 ,
59,59009,Courtenay--Alberni,50620,1759282000 ,3980 ,3140 ,5170 ,5810 ,5650 ,4060 ,3540 ,3690 ,3130 ,2360 ,1820 ,1450 ,1990 ,1650 ,1060 ,630 ,1000 ,350 ,150 ,
59,59010,Cowichan--Malahat--Langford,44940,1627295000 ,4180 ,2840 ,4170 ,4580 ,4290 ,3300 ,2980 ,2970 ,2700 ,2390 ,1870 ,1530 ,2090 ,1600 ,1170 ,760 ,1090 ,350 ,100 ,
59,59011,Delta,42380,1737706000 ,4460 ,2770 ,3780 ,3800 ,3290 ,2690 ,2400 ,2540 ,2490 ,2170 ,1850 ,1500 ,2310 ,1800 ,1340 ,900 ,1580 ,500 ,220 ,
59,59012,Fleetwood--Port Kells,47080,1453962000 ,7530 ,3900 ,5500 ,4880 ,3740 ,2980 ,2610 ,2680 ,2280 ,1990 ,1630 ,1290 ,1850 ,1290 ,980 ,650 ,970 ,260 ,80 ,
59,59013,Kamloops--Thompson--Cariboo,51530,1811937000 ,5080 ,3520 ,5210 ,5460 ,5020 ,3690 ,3310 ,3330 ,2990 ,2550 ,1920 ,1530 ,2380 ,1750 ,1230 ,810 ,1280 ,360 ,120 ,
59,59014,Kelowna--Lake Country,49690,2024293000 ,4090 ,3240 ,4540 ,4760 ,4470 ,3460 ,3250 ,3250 ,3120 ,2610 ,1950 ,1640 ,2480 ,1940 ,1380 ,930 ,1600 ,660 ,310 ,
59,59015,Kootenay--Columbia,45280,1555590000 ,4230 ,3190 ,4670 ,5040 ,4600 ,3620 ,3040 ,2970 ,2610 ,2080 ,1540 ,1300 ,1850 ,1380 ,1030 ,680 ,1040 ,320 ,110 ,
59,59016,Langley--Aldergrove,46350,1843407000 ,4950 ,3050 ,4070 ,4050 ,3920 ,3030 ,2820 ,2920 ,2710 ,2270 ,1890 ,1640 ,2490 ,1850 ,1370 ,920 ,1680 ,530 ,200 ,
59,59017,Mission--Matsqui--Fraser Canyon,36260,1091514000 ,4860 ,2840 ,4540 ,4370 ,3590 ,2670 ,2180 ,2000 ,1810 ,1400 ,1110 ,930 ,1190 ,890 ,650 ,420 ,580 ,160 ,70 ,
59,59018,Nanaimo--Ladysmith,51340,1847445000 ,4310 ,3220 ,5130 ,5580 ,4990 ,3880 ,3430 ,3460 ,3090 ,2570 ,2040 ,1680 ,2290 ,1810 ,1240 ,890 ,1230 ,370 ,120 ,
59,59019,New Westminster--Burnaby,47310,1701738000 ,6290 ,3180 ,4570 ,4630 ,3610 ,2910 ,2660 ,2790 ,2640 ,2370 ,1860 ,1640 ,2370 ,1770 ,1320 ,860 ,1380 ,350 ,120 ,
59,59020,North Okanagan--Shuswap,53780,1816960000 ,4880 ,3650 ,5810 ,6420 ,5880 ,4230 ,3630 ,3630 ,3050 ,2400 ,1810 ,1380 ,2050 ,1550 ,1060 ,650 ,1150 ,400 ,160 ,
59,59021,North Vancouver,48810,2326789000 ,5510 ,2900 ,3710 ,3850 ,3390 ,2680 ,2560 ,2680 ,2580 ,2310 ,2020 ,1770 ,2870 ,2350 ,1890 ,1360 ,2750 ,1180 ,470 ,
59,59022,Pitt Meadows--Maple Ridge,40060,1492278000 ,4120 ,2480 ,3760 ,3760 ,3470 ,2680 ,2470 ,2490 ,2460 ,2090 ,1690 ,1420 ,2140 ,1530 ,1220 ,770 ,1130 ,300 ,100 ,
59,59023,Port Moody--Coquitlam,45360,1784919000 ,6450 ,3140 ,3920 ,3810 ,3220 ,2550 ,2370 ,2460 ,2310 ,2230 ,1850 ,1680 ,2400 ,2000 ,1410 ,1050 ,1770 ,530 ,220 ,
59,59024,Prince George--Peace River--Northern Rockies,40890,1560301000 ,5040 ,2960 ,3460 ,3730 ,3410 ,2740 ,2580 ,2380 ,2260 ,1980 ,1690 ,1360 ,2100 ,1540 ,1080 ,740 ,1270 ,400 ,170 ,
59,59025,Richmond Centre,44320,1470729000 ,8660 ,3550 ,4830 ,4500 ,3210 ,2380 ,2210 ,2070 ,1890 ,1690 ,1340 ,1170 ,1810 ,1350 ,1000 ,670 ,1270 ,470 ,230 ,
59,59026,Esquimalt--Saanich--Sooke,44890,1777045000 ,3580 ,2570 ,3870 ,3860 ,3620 ,3100 ,3010 ,2990 ,2860 ,2670 ,2300 ,1810 ,2570 ,2090 ,1350 ,910 ,1270 ,350 ,120 ,
59,59027,Saanich--Gulf Islands,46180,2098798000 ,3530 ,2500 ,3350 ,3740 ,3710 ,2950 ,2770 ,3060 ,2990 ,2600 ,2120 ,1840 ,2810 ,2310 ,1600 ,1200 ,2020 ,780 ,310 ,
59,59028,Skeena--Bulkley Valley,33260,1057584000 ,5590 ,2620 ,3120 ,3350 ,2930 ,2160 ,1930 ,1870 ,1630 ,1410 ,1110 ,950 ,1350 ,1000 ,750 ,500 ,720 ,210 ,70 ,
59,59029,South Okanagan--West Kootenay,51610,1735578000 ,4260 ,3390 ,5540 ,6240 ,5880 ,4270 ,3490 ,3510 ,2870 ,2360 ,1760 ,1410 ,2020 ,1430 ,1020 ,670 ,1050 ,340 ,120 ,
59,59030,South Surrey--White Rock,44460,2094142000 ,4440 ,2580 ,3330 ,3680 ,3520 ,2770 ,2440 ,2630 ,2450 ,2130 ,1800 ,1560 ,2560 ,2150 ,1600 ,1120 ,2260 ,950 ,490 ,
59,59031,Steveston--Richmond East,44220,1468510000 ,7800 ,3310 ,4730 ,4530 ,3230 ,2610 ,2340 ,2250 ,2090 ,1850 ,1490 ,1250 ,1940 ,1430 ,1010 ,670 ,1160 ,370 ,160 ,
59,59032,Surrey Centre,45430,1153578000 ,7630 ,4110 ,6380 ,5630 ,3840 ,3160 ,2700 ,2450 ,2100 ,1830 ,1370 ,990 ,1290 ,770 ,460 ,300 ,370 ,60 ,20 ,
59,59033,Surrey--Newton,43930,1154112000 ,7570 ,3690 ,6100 ,5480 ,3720 ,2980 ,2510 ,2210 ,1950 ,1640 ,1290 ,1070 ,1400 ,850 ,540 ,320 ,460 ,130 ,30 ,
59,59034,Vancouver Centre,52370,2742627000 ,6550 ,3190 ,4450 ,4640 ,3100 ,2470 ,2310 ,2320 ,2560 ,2310 ,2110 ,1820 ,3100 ,2590 ,1990 ,1480 ,3220 ,1390 ,770 ,
59,59035,Vancouver East,45270,1674210000 ,4360 ,3190 ,5740 ,5970 ,3560 ,2620 ,2360 ,2220 ,2240 ,1900 ,1490 ,1280 ,2200 ,1680 ,1280 ,930 ,1620 ,480 ,160 ,
59,59036,Vancouver Granville,46220,2534542000 ,5940 ,2770 ,3450 ,3670 ,2810 ,2210 ,2130 ,2170 ,2130 ,2030 ,1830 ,1590 ,2600 ,2390 ,1840 ,1380 ,2950 ,1500 ,840 ,
59,59037,North Island--Powell River,42990,1455700000 ,4110 ,2930 ,4430 ,4710 ,4570 ,3340 ,2910 ,2870 ,2540 ,2030 ,1530 ,1210 ,1730 ,1320 ,880 ,590 ,930 ,270 ,90 ,
